2011 ¼Òºñ·®,2012 ¼Òºñ·®,2013 ¼Òºñ·®,2014 ¼Òºñ·®,2015 ¼Òºñ·®,2016 ¼Òºñ·®,2017 ¼Òºñ·®,2018 ¼Òºñ·®,2019 ¼Òºñ·®,2020 ¼Òºñ·®,2021 ¼Òºñ·®,2022 ¼Òºñ·®,2023 ¼Òºñ·®,±¤Á¾,±¹°¡,´ÜÀ§,´ë·ú,Ç°¸ñ
3.580,3.253,3.552,2.380,1.357,2.746,6.359,7.659,7.659,4.451,4.010,3.123,5.587,¾Æ¿¬,Tunisia,ÃµÅæ,AFRICA,slab
48.306,43.865,48.186,52.657,64.519,67.178,57.049,55.667,55.667,54.068,51.200,39.300,33.500,¾Æ¿¬,Bangladesh,ÃµÅæ,ASIA,slab
5460.175,5396.201,5962.391,6400.541,6448.265,6515.192,6889.629,6105.354,6105.354,6719.891,6757.901,6837.760,7570.720,¾Æ¿¬,China,ÃµÅæ,ASIA,slab
3.600,2.289,8.157,7.678,7.800,7.800,7.800,7.800,7.800,7.800,7.800,4.397,3.934,¾Æ¿¬,Hong Kong,ÃµÅæ,ASIA,slab
556.321,560.952,640.041,638.248,615.557,676.443,652.789,713.834,713.834,639.574,552.041,622.664,754.029,¾Æ¿¬,India,ÃµÅæ,ASIA,slab
105.332,119.731,118.911,111.493,101.904,115.577,124.459,118.896,118.896,119.032,101.296,99.829,97.519,¾Æ¿¬,Indonesia,ÃµÅæ,ASIA,slab
32.996,35.722,38.900,38.900,38.900,38.900,38.900,38.900,38.900,38.904,38.900,38.880,45.153,¾Æ¿¬,Iran,ÃµÅæ,ASIA,slab
9.097,7.208,8.280,4.929,4.046,4.612,2.626,4.725,4.725,4.347,4.637,4.014,4.361,¾Æ¿¬,Israel,ÃµÅæ,ASIA,slab
500.567,479.086,497.673,503.480,479.063,470.241,482.181,481.678,481.678,516.545,360.042,519.513,506.021,¾Æ¿¬,Japan,ÃµÅæ,ASIA,slab
52.470,55.000,76.759,61.613,57.644,63.277,59.858,50.400,50.400,39.710,39.600,39.600,39.600,¾Æ¿¬,Kazakhstan,ÃµÅæ,ASIA,slab
125.732,73.122,49.434,114.597,97.384,73.743,28.244,32.234,32.234,43.579,116.153,49.748,68.942,¾Æ¿¬,Malaysia,ÃµÅæ,ASIA,slab
17.200,10.287,4.483,9.347,11.973,11.000,14.900,10.582,10.582,11.772,14.879,11.780,10.903,¾Æ¿¬,North Korea,ÃµÅæ,ASIA,slab
12.428,8.600,10.666,16.516,21.846,18.391,23.198,14.381,14.381,7.860,10.798,15.073,12.560,¾Æ¿¬,Pakistan,ÃµÅæ,ASIA,slab
10.643,9.611,10.173,11.880,12.667,11.723,7.410,7.444,7.444,8.180,4.703,4.271,3.218,¾Æ¿¬,Philippines,ÃµÅæ,ASIA,slab
63.139,72.698,77.908,75.093,74.547,65.166,61.522,37.045,37.045,42.005,49.547,56.389,65.203,¾Æ¿¬,Saudi Arabia,ÃµÅæ,ASIA,slab
18.200,9.000,12.000,13.489,5.518,13.473,7.663,3.786,3.786,6.000,6.000,6.000,6.000,¾Æ¿¬,Singapore,ÃµÅæ,ASIA,slab
544.412,552.512,578.173,643.547,584.640,617.117,627.872,605.927,605.927,566.353,520.538,470.687,449.742,¾Æ¿¬,South Korea,ÃµÅæ,ASIA,slab
220.507,192.495,201.144,220.387,229.108,188.170,224.862,188.854,188.854,203.923,185.852,187.139,116.290,¾Æ¿¬,Taiwan,ÃµÅæ,ASIA,slab
127.051,126.611,132.298,120.990,139.714,135.137,125.603,121.575,121.575,120.257,99.308,132.375,114.494,¾Æ¿¬,Thailand,ÃµÅæ,ASIA,slab
200.155,223.436,234.119,237.228,229.935,234.286,267.499,247.630,247.630,252.131,267.042,311.075,243.438,¾Æ¿¬,Turkey,ÃµÅæ,ASIA,slab
25.869,30.585,34.538,38.683,29.879,16.360,26.018,21.051,21.051,38.414,18.950,48.621,70.491,¾Æ¿¬,United Arab Emirates,ÃµÅæ,ASIA,slab
7.380,4.406,5.023,15.640,20.575,20.602,10.607,24.252,24.252,24.300,44.741,42.300,40.645,¾Æ¿¬,Uzbekistan,ÃµÅæ,ASIA,slab
62.849,59.907,75.945,95.440,99.683,148.056,187.737,139.053,139.053,144.707,160.013,141.826,195.363,¾Æ¿¬,Vietnam,ÃµÅæ,ASIA,slab
41.711,37.362,36.528,31.307,33.504,34.676,27.870,18.051,18.051,25.589,25.295,28.164,29.273,¾Æ¿¬,Argentina,ÃµÅæ,AMERICA,slab
236.212,238.972,249.414,241.435,201.212,237.520,197.572,208.577,208.577,151.823,203.925,212.819,208.542,¾Æ¿¬,Brazil,ÃµÅæ,AMERICA,slab
144.612,138.039,145.796,154.461,148.061,153.607,151.371,64.778,64.778,108.006,160.826,178.448,143.009,¾Æ¿¬,Canada,ÃµÅæ,AMERICA,slab
10.910,9.605,8.185,7.516,8.634,9.020,8.460,8.872,8.872,8.398,8.029,7.366,6.737,¾Æ¿¬,Chile,ÃµÅæ,AMERICA,slab
23.848,23.598,19.828,21.917,21.108,20.840,20.670,19.414,19.414,15.066,14.488,14.900,11.803,¾Æ¿¬,Colombia,ÃµÅæ,AMERICA,slab
5.842,6.422,5.471,6.255,5.256,6.051,5.232,5.437,5.437,4.565,4.447,4.392,4.079,¾Æ¿¬,Costa Rica,ÃµÅæ,AMERICA,slab
1.200,1.000,0.284,0.785,0.222,0.595,0.263,0.395,0.395,0.312,0.312,0.336,0.336,¾Æ¿¬,Cuba,ÃµÅæ,AMERICA,slab
,5.918,6.275,6.090,6.222,4.871,6.427,5.235,5.235,4.979,3.653,3.842,4.495,¾Æ¿¬,Ecuador,ÃµÅæ,AMERICA,slab
11.160,7.627,6.956,6.839,6.627,7.256,7.068,7.000,7.000,5.667,4.611,4.988,4.987,¾Æ¿¬,Guatemala,ÃµÅæ,AMERICA,slab
137.323,147.342,148.293,146.308,161.184,181.128,146.799,171.915,171.915,184.487,147.021,226.990,226.118,¾Æ¿¬,Mexico,ÃµÅæ,AMERICA,slab
72.000,45.980,37.575,60.204,78.571,70.529,68.055,78.844,78.844,72.163,65.587,88.491,69.330,¾Æ¿¬,Peru,ÃµÅæ,AMERICA,slab
939.000,892.000,935.000,962.000,931.000,788.980,829.000,1800.000,1800.000,950.000,878.000,973.000,911.000,¾Æ¿¬,U.S.A.,ÃµÅæ,AMERICA,slab
0.000,0.520,0.514,0.304,0.449,0.316,0.312,0.235,0.235,0.299,0.350,0.360,0.371,¾Æ¿¬,Uruguay,ÃµÅæ,AMERICA,slab
10.430,6.656,9.014,4.872,2.246,1.994,0.685,0.596,0.596,0.442,0.360,0.300,0.370,¾Æ¿¬,Venezuela,ÃµÅæ,AMERICA,slab
207.319,116.293,180.000,174.400,176.000,178.000,145.000,146.700,146.700,135.000,122.000,125.000,96.000,¾Æ¿¬,Australia,ÃµÅæ,OCEANIA,slab
11.023,9.275,8.844,7.238,6.876,8.684,10.631,11.550,11.550,10.653,10.332,9.407,6.405,¾Æ¿¬,New Zealand,ÃµÅæ,OCEANIA,slab
